ID,Year_Birth,Education,Marital_Status,Income,KidsInHome,TeensInHome,CustomerJoinDate,AmmountSpentOnWine,AmmountSpentOnFruit,AmmountSpentOnMeatProducts,AmmountSpentOnFish,AmmountSpentOnSweetProducts,AmmountSpentOnGold,NumberPurchasesWithDiscount,NumberOfWebPurchases,NumberOfCatalogPurchases,NumberOfStorePurchases,NumberOfWebsiteVisits,Accepted3rdCampaignOffer,Accepted4thCampaignOffer,Accepted5thCampaignOffer,Accepted1stCampaignOffer,Accepted2ndCampaignOffer,ComplainedInLast2Years,AcceptedLastCampaignOffer,Age,Revenue,Purchases,AverageOrderValue,MostRecentPurchase,AcceptedAnyCampaignOrDiscount,CustomerComplainedRecently
94,1973,2n Cycle,Divorced,31163,1,0,2/13/14,1.71,3,10,11,2,10,1,1,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
95,1977,2n Cycle,Married,31056,1,0,1/22/13,4.72,10,13,3,8,16,1,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
96,1977,Master,Married,43263,0,1,11/21/12,258.31,6,61,0,10,102,3,5,2,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
97,1965,PhD,Married,84618,0,0,11/22/13,684,100,801,21,66,0,1,6,9,11,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,58,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
98,1974,Graduation,Divorced,19346,1,0,1/30/14,2.17,0,9,3,6,2,1,1,0,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
99,1962,PhD,Divorced,85696,0,0,3/5/13,714,76,395,116,0,12,1,4,6,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
100,1957,Master,Absurd,65487,0,0,10/1/14,240,67,500,199,0,163,3,3,5,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
101,1973,PhD,Together,55012,0,1,3/21/14,474.59,0,65,0,0,13,6,8,2,9,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
102,1977,Master,Married,50353,0,0,8/6/14,150.57,15,153,67,31,35,1,4,4,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
103,1956,Graduation,Married,58116,0,1,4/13/14,228,19,130,4,11,51,2,3,3,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
104,1951,Graduation,Married,57304,0,1,11/3/13,356,80,329,138,17,106,2,7,6,10,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
105,1951,Graduation,Single,15033,0,0,4/16/14,0,4,5,6,0,4,1,1,0,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
106,1982,Graduation,Single,68627,0,0,12/1/13,475.23,15,263,60,54,38,1,2,3,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
107,1953,PhD,Together,64504,1,2,4/3/13,986,36,168,16,0,108,7,11,3,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
108,1954,Master,Widow,44551,0,1,8/31/13,182,4,33,0,0,66,2,4,1,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,HIGH ($250-$100),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
109,1953,PhD,Single,46231,0,0,11/26/12,189,2,55,0,5,12,4,6,1,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
110,1959,Graduation,Widow,76320,0,1,6/22/14,526,35,214,69,53,35,2,6,3,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
111,1976,Graduation,Divorced,31615,1,0,3/16/13,1.59,3,20,6,11,9,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
112,1983,Graduation,Divorced,82025,0,0,5/28/13,268.15,98,606,48,70,98,1,3,2,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,40,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
113,1956,PhD,Married,66334,0,1,3/4/13,909,11,218,0,0,23,2,9,3,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,67,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
114,1992,Graduation,Married,44927,0,0,6/21/13,34,4,66,3,10,20,1,2,1,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
115,1977,PhD,Married,28973,0,0,10/13/12,148.02,0,46,3,2,12,2,5,1,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,MEDIUM ($50-$250),HIGH (10-15),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
116,1960,PhD,Together,38201,0,1,3/29/13,233,0,23,0,0,12,4,5,1,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
117,1975,Graduation,Divorced,70300,1,0,7/15/13,1397.37,61,338,60,46,46,3,5,5,13,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
118,1986,Graduation,Married,71952,1,0,10/1/13,518.82,80,455,52,107,93,2,8,4,8,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
119,1964,PhD,Married,41551,0,0,8/14/13,220,0,33,3,0,23,5,5,1,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
120,1975,2n Cycle,Together,34984,0,0,6/9/12,9.49,4,15,3,5,3,2,1,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
121,1958,PhD,Together,84460,0,0,4/1/13,152,27,103,106,54,81,0,9,9,5,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,65,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
122,1981,Graduation,Together,31089,1,0,8/17/12,33.1,3,31,2,8,4,3,3,0,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
123,1975,2n Cycle,Married,57036,0,0,11/12/12,1433.57,43,219,19,14,47,4,6,3,13,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
124,1977,Graduation,Together,39771,1,0,6/12/13,4.11,2,18,2,8,14,1,2,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
125,1944,Master,Widow,45006,0,0,7/18/13,162,25,53,16,0,10,1,3,1,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,HIGH ($250-$100),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
126,1974,Graduation,Married,34421,0,0,1/7/13,3.35,3,7,6,2,9,1,1,0,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
127,1979,Graduation,Married,63777,1,1,3/24/13,500.24,5,106,15,17,53,8,11,1,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
128,1986,Master,Together,42386,1,0,1/13/13,66.75,4,16,0,4,11,1,3,0,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
129,1968,Master,Together,32889,0,0,6/9/13,30.91,0,13,4,2,8,3,2,1,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
130,1962,Master,Divorced,59432,0,1,4/13/13,317,25,265,25,19,12,3,5,3,10,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
131,1971,PhD,Single,60504,0,0,7/2/14,448.38,0,24,6,4,34,2,6,2,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
132,1970,Graduation,Together,74854,1,2,8/4/13,818.74,59,487,58,29,73,7,2,5,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
133,1974,PhD,Married,78128,0,1,2/19/14,801.45,24,230,16,24,36,2,8,4,6,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,49,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
134,1967,Graduation,Together,75702,1,1,8/29/12,650,28,353,45,42,30,5,4,6,11,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
135,1955,Graduation,Single,,0,1,10/18/13,264,0,21,12,6,147,3,6,1,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
136,1978,PhD,Together,27683,1,0,4/8/12,143.63,9,121,12,12,45,4,6,2,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
137,1957,Graduation,Married,78618,0,0,9/28/12,736,163,818,212,163,61,1,4,7,10,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
138,1965,Graduation,Single,59686,0,1,1/25/14,89,15,89,34,42,5,1,4,1,7,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
139,1960,Graduation,Married,79530,0,0,5/17/13,333,0,815,129,42,29,1,4,10,10,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
140,1957,PhD,Single,40737,2,1,8/12/13,11,0,4,0,0,2,1,1,0,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
141,1961,PhD,Married,54456,0,0,11/7/13,352,0,27,10,0,15,3,6,1,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
142,1972,PhD,Together,62220,0,1,11/8/12,750.86,12,375,16,12,12,5,7,6,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
143,1970,PhD,Married,69084,0,0,11/19/13,781.02,107,199,39,30,30,2,7,3,13,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
144,1978,2n Cycle,Married,12393,0,0,4/12/12,4.97,6,15,11,7,13,1,2,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
145,1970,Master,Divorced,78579,0,0,12/22/12,936.96,66,549,216,66,99,1,5,6,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
146,1973,2n Cycle,Married,46094,1,1,10/6/14,16.29,2,20,3,2,5,1,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
147,1962,Graduation,Together,75072,0,1,1/23/13,583,34,309,0,22,125,2,5,4,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
148,1975,PhD,Married,60631,1,1,5/4/13,462.93,6,65,0,6,19,5,9,2,8,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
149,1960,Master,Married,89058,0,0,7/12/12,454,194,106,31,22,43,1,5,4,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
150,1976,2n Cycle,Together,26907,0,0,8/20/13,7.57,1,7,0,3,2,2,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
151,1975,PhD,Married,69283,0,1,6/14/14,711.51,62,134,0,26,8,4,7,3,13,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
152,1985,Graduation,Together,29103,1,0,8/27/12,11.69,0,17,6,3,6,2,1,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
153,1950,PhD,Divorced,42873,1,1,1/21/13,209,0,40,3,2,15,4,6,1,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,HIGH ($250-$100),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
154,1951,Graduation,Single,,0,0,1/1/14,48,5,48,6,10,7,3,2,1,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
155,1984,2n Cycle,Together,32414,0,0,4/7/13,17.89,6,5,0,9,12,1,1,0,3,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
156,1957,Graduation,Married,73803,0,1,1/8/12,833,80,363,52,26,174,2,9,5,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,66,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
157,1949,Master,Divorced,35416,0,0,6/13/13,248,3,81,4,3,51,3,7,1,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
158,1984,PhD,Single,16269,1,0,8/30/13,20.58,3,18,3,1,0,3,3,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
159,1971,Graduation,Widow,30372,1,1,12/25/12,18.2,0,12,7,3,7,3,2,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
160,1972,PhD,Married,62010,0,1,10/23/12,317.62,22,39,6,0,92,4,6,2,7,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
161,1970,2n Cycle,Divorced,65706,0,0,6/28/13,1115.56,10,129,13,0,129,1,11,3,12,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,53,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
162,1982,Master,Together,18492,1,0,5/6/14,2.76,2,2,2,1,1,1,1,0,2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
163,1952,Graduation,Widow,40049,0,0,10/16/13,13,6,7,0,3,3,1,1,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
164,1963,Graduation,Divorced,68118,0,0,10/18/13,595,23,123,10,23,154,2,8,9,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
165,1984,Master,Married,42207,1,0,1/4/13,105.12,11,72,3,17,46,4,4,1,5,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,39,HIGH ($250-$100),MEDIUM (5-10),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
166,1949,Master,Married,81698,0,0,6/11/13,179,28,520,111,123,47,1,3,8,15,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
167,1951,Master,Together,47352,0,1,11/4/13,172,12,112,8,0,15,4,6,1,7,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
168,1970,PhD,Married,67536,0,1,5/22/13,1104.78,0,447,23,71,35,3,11,5,11,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
169,1946,Graduation,Together,82657,0,0,9/27/13,966,168,672,246,105,126,1,7,5,10,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,77,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
170,1981,Graduation,Divorced,56981,0,0,1/25/14,893.59,48,217,32,12,24,1,2,3,13,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
171,1950,Graduation,Married,59462,0,1,5/1/13,724,17,143,0,8,196,2,9,2,16,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
172,1957,Graduation,Single,36864,0,1,8/13/12,204,5,39,17,0,89,3,5,2,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,66,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
173,1949,Master,Married,76995,0,0,3/28/13,1012,80,498,0,16,176,2,11,4,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,74,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
174,1952,2n Cycle,Single,64831,1,1,10/6/13,480,86,249,75,86,144,8,6,3,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
175,1974,2n Cycle,Married,45894,0,3,2/27/14,33.21,2,7,0,2,13,1,1,0,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
176,1959,Graduation,Together,71232,0,0,11/28/13,653,17,170,34,26,17,2,11,2,9,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
177,1961,PhD,Single,84865,0,0,9/5/13,1248,16,349,43,16,16,1,2,4,10,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,62,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
178,1987,Graduation,Together,67430,0,0,5/9/12,632.59,97,291,127,133,121,1,11,5,12,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
179,1979,2n Cycle,Single,88194,0,1,3/19/14,675.77,14,309,201,24,38,1,11,10,10,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,44,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
180,1957,Master,Married,66726,1,1,12/1/14,349,7,35,0,0,47,3,8,2,3,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
181,1964,Graduation,Married,75236,0,1,11/25/13,438,66,400,12,38,114,1,8,3,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
182,1949,Master,Married,48150,0,1,8/6/13,173,2,39,3,2,47,3,5,1,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,HIGH ($250-$100),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
183,1962,Graduation,Together,76081,0,0,5/23/14,292,30,415,63,33,200,1,4,5,5,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,61,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
184,1974,Master,Divorced,53367,0,0,8/31/13,248.34,7,140,10,3,11,7,5,1,8,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,49,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
185,1974,Master,Married,83891,0,1,6/20/14,290.93,38,350,111,85,15,1,4,7,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
186,1988,Graduation,Single,66951,0,0,2/11/13,389.65,162,305,173,76,124,1,3,4,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
187,1975,Graduation,Single,55801,1,1,9/22/13,400.49,4,51,6,4,95,6,7,2,6,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,48,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
188,1987,Master,Divorced,61787,0,0,6/7/13,739.07,73,414,78,48,85,1,8,4,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
189,1971,Master,Together,57420,0,1,6/25/13,240.43,0,18,0,0,24,3,5,1,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
